Date;News_Article;Close;Change
2014-02-08;"Centre fully accepts decriminalization of gay sex: AG - The Times of IndiaGunman who killed French Paratroopers and children at a Jewish school is in a siege with police. Apparently is a 24 year old French Muslim claiming to be a member of Al-Queda.""Russia warned Tuesday [20 March 2012] that Iran would have no option but to develop nuclear weapons if it came under attack from either the United States or Israel over its contested atomic programme.""Dutch Catholic Church accused of castrating young boys who complained of sexual abuse or suspected of homosexuality.Russia and China agree on a U.N. Security Council statement that threatens AssadApache copter crashes in Afghanistan  Some things just need to be seen to be believed. [video]As Greek health services are defunded: HIV rates soar; Malaria makes comeback after 30 yearsBolivia Has Transformed Itself by Ignoring the Washington Consensus: By breaking with orthodox prescriptions for progress, Evo Morales has helped to forge a new Bolivia centered on 'living well'Payday Loans in the UK-they learned this trick in the States RIP NHS, 1948-2012: Cameron gloats as hated Health Bill passed to allow private firms to cash in on careCameroon Elephant Massacre Shows Poaching, Ivory Trade Require an International Response: 'Less than a month ago Bouba NDjida National Park was home to 450 elephants. Today, at least half of those elephants are gone, slaughtered by armed horsemen...' Mexican Government predicted today's 7.4 ";39464500;-0,008554202
2014-02-09;"Pirating UK Student to be Extradited to the US: 'Despite public outrage Home Secretary Theresa May approved the extradition order today. The 23-yr-old student has never visited US, but now faces several years in a US prison.'23 years old shooter in Toulouse, France, killed during assault, according to police.Over 308'000 Post-Secondary Students (out of 450'000) in Canadian Province of Quebec On Strike Today To Protest Austerity of 75% Tuition Increase. Over 100'000 Expected In The Streets Of Montreal Today. 200'000 On Unlimited General Strike.Australia's most-wanted man caught after 7 years hiding in bush, eating kangaroosBaffling Illness Strikes Africa, Turns Children Into Violent ""Zombies""Official: Coup d'etat underway in MaliContamination Time Bomb:  Chevron, TransOcean Executives Face Criminal Charge for Brazilian Oil Spill - Prosecutors say 'crime against nature' could land imprudent company's employees in jailGangs of women in Zimbabwe have been picking up male travellers to have sexual intercourse and harvest their sperm, according to reports.Alberta colleges, universities made illegal donations to Canada's ruling Conservative party during the last few years - CBCMuslim envoys walk out in protests at U.N. gay rights debateKim DotCom to get monthly living expenses of $48,000: New Zealand court rules that the MegaUpload founder and alleged pirate will see more monthly cash and also be allowed the use of one of his carsIndian government may have lost $210 billion in 'mother of all scams'Anti-piracy outfit BREIN is trying to stop the massive influx of Pirate Bay proxy sites that circumvent a court-ordered blockade in the NetherlandsSyrian rebels running out of ammunition as government presses offensiveMarijuana Must Be Legalized Massive fire sweeps through one of the oldest markets in Calcutta, destroying most of the shops - 30 fire engines fought the blaze for over 4 hours Why the World Should Keep Destructive Men Out of the World Bank:  ""Just between you and me, shouldn't the World Bank be encouraging more migration of the dirty industries to the Lesser Developed Countries?"" (quote from banker Larry Summers, leading nominee to head the World Bank) Toulouse shooting suspect Mohamed Merah dies jumping from his apartment window with gun in handIMF Banksters worst fear: Egyptians launch campaign to repudiate Mubarak's debt'sSoldiers stage coup in Mali Magna Carta to get modern makeover for 800th birthday";39805000;-0,001216957
2014-02-10;The Brazilian who wants to jail Chevron oilmenLeaked documents show 9,000 Nazi war criminals fled to South America after World War 2(Telegraph)  Suspected al Qaeda militants unleashed a wave of terror across Baghdad and 11 other Iraqi cities on Thursday, killing at least 60 people in a series of attacks on government buildings, security targets, restaurants and a primary school;39853500;-0,000977677
2014-02-11;North Korea warned that any criticism of its nuclear weapons program would be considered a declaration of warStaff Sgt. Robert Bales to face 17 murder counts in Afghanistan massacreProtesters gay the pray away.Not only has the United States reduced oil imports from members of the Organization of the Petroleum Exporting Countries by more than 20 percent in the last three years, it has become a net exporter of refined petroleum products like gasoline for the first time since the Truman presidency.China Has Censored All Mention Of The Rumored CoupAttacking Iran to be worst mistake in U.S. history: CastroJapan orders anti-missile defence for N Korea rocketACTA On Hold, But The Protests Continue In SerbiaBBC News - China to end organ donations from executed prisonersNew president urges Germans to stand by European unity, advocates tolerant societyBetter prepared: Mexico's 7.4 quake causes damage, but no deaths;39892502;0,008915048
2014-02-12;Grade-school students in a northeastern Brazilian city are using uniforms embedded with locator chips that help alert parents if they're cutting classes, the city's education secretary said Thursday.Canada's Supreme Court says it's understandable for aboriginals to commit crimes, and they shouldn't be punished too harshlyThe United States, European allies and even Israel generally agree on three things about Iran's nuclear program: Tehran does not have a bomb, has not decided to build one, and is probably years away from having a deliverable nuclear warhead.Hubbard ban: Scientology books officially extremist in Russia (again)  RTRadiation risks from Fukushima are likely to be less than for ChernobylUS warns of 'strong response' if North Korea launches rocket - The Times of IndiaRussia has destroyed 60% of chemical weapons;39540001;-0,004280987
2014-02-13;" hobbling economic growth and endangering world food markets according to a U.S. intelligence assessment released on Thursday.""Kim Jong-un's Barbaric Purge of 'Unsound' Military Brass: He Uses Mortar Rounds To Dispose Of His RedcoatsFukushima Pref. deleted 5 days of radiation dispersion data just after meltdowns";39709999;-0,002787474
2014-02-14;" a Marie Antoinette figure who shopped online for crystal-encrusted Christian Louboutin stilettos while her country burned.""";39820999;0,002340868
2014-02-15;Denmark aims to get 50% of all electricity from wind powerQueen Elizabeth stuns bride and groom by accepting inviteThe Mariana Trench, the deepest part of the world's oceans, 6.78 miles deep, has only been reached by two humans and that was 50 years ago. Today however, James Cameron has started his descent to the ocean's deepest point. He is going to be the third human who has reached the Mariana Trench.Earthquake in Chile'Last week UK approved the extradition of 23-yr-old student, Richard ODwyer to the US. In a response to the decision, The Times reader wrote an interesting letter thats worth sharing...'Prominent Kuwaiti Muslim scholar says freedom comes before ShariahA fall to cheer: For the first time ever, the number of poor people is declining everywhereIsrael cuts ties with UN human rights body - Middle East - Al Jazeera EnglishPoland's new gas reserves turn out to be about 10% of the original estimate. Greed Is The Beginning of Everything --- ;39728001;0,003802716
2014-02-16;Kenya announces discovery of oil;39577499;0,008279728
2014-02-17;"Proving you're gay to the Turkish armyA gang of women -- described as blonde, bilingual and well educated -- have been taking Brazilian shopping malls by storm, kidnapping female shoppers and maxing out their credit cards, police say.In a visit to Cuba, Pope Benedict calls for Cuba to abandon Marxism, saying that ""It is evident that Marxist ideology in the way it was conceived no longer corresponds to reality.""Israel cuts contact with UN rights council, to protest settlements probe: Foreign Ministry orders envoy to Geneva to ignore all phone calls from rights council commissioner; 'The council sparked this process', says a senior Israeli official Only one of Japan's 54 nuclear reactors now runningIsraeli police say they have launched an investigation into reports soccer fans swarmed into a Jerusalem mall chanting anti-Arab slogans and beat Palestinian workers there.Man in Afghan army uniform shoots 2 NATO troops in Afghanistan.North Korea's dehumanizing treatment of its citizens is hiding in plain sight Israel cuts contact with U.N. Human Rights Council over probe into Jewish settlements in the occupied West Bank.";39252499;0,002887083
2014-02-18;" to five years in jail for issuing death threats against a former government minister and others.""Japan shuts down another nuclear reactor; all could be off line by May Pakistan bans ""Indian James Bond"" film Journalist seeking truth about Khmer Rouge 'fears for his life' ";39139500;0,014213159
2014-02-19;"James Cameron releases the first ever video footage of the bottom of the Mariana Trench - seven miles below the ocean's surface.10,000 People Sign Petition to Honor Alan Turing by Putting Him on the 10 Note:  Just last month the government there refused to pardon him for the crime of ""moral turpitude,"" that is, that he was gay.Global Warming Close to Becoming Irreversible - The world is close to reaching tipping points that will make it irreversibly hotter, making this decade critical in efforts to contain global warming, scientists warned on Monday.11 suicide vests found at Afghan military HQAustralia bans Chinese  technology giant Huawei from bidding to help build a nationwide high-speed Internet network due to concern about cyber attacks traced to ChinaWhy the Right to Water Is Under Attack - ";38591000;#DIV/0!
